fecha_consulta,origen,destino,region,fecha_vuelo,precio_min
2026-09-10 00:33:44.665769,NYC,IST,Europa,2027-01-08,390
2026-09-10 00:33:49.716467,NYC,ATH,Europa,2026-10-10,304
2026-09-10 00:33:52.946010,NYC,ATH,Europa,2026-11-09,345
2026-09-10 00:34:00.071141,NYC,ATH,Europa,2027-01-08,311
2026-09-10 00:34:03.480048,NYC,DXB,Asia,2026-10-10,372
2026-09-10 00:34:08.438485,NYC,DXB,Asia,2026-11-09,458
2026-09-10 00:34:12.082509,NYC,DXB,Asia,2026-12-09,467
2026-09-10 00:34:19.843964,NYC,TLV,Asia,2026-10-10,520
2026-09-10 00:34:24.936123,NYC,TLV,Asia,2026-11-09,694
2026-09-10 00:34:30.235959,NYC,TLV,Asia,2026-12-09,756
2026-09-10 00:34:34.655910,NYC,TLV,Asia,2027-01-08,534
2026-09-10 00:34:37.977866,NYC,DEL,Asia,2026-10-10,394
2026-09-10 00:34:42.434423,NYC,DEL,Asia,2026-11-09,509
2026-09-10 00:34:47.794523,NYC,DEL,Asia,2026-12-09,605
2026-09-10 00:34:53.299198,NYC,DEL,Asia,2027-01-08,443
2026-09-10 00:34:58.385401,NYC,BKK,Asia,2026-10-10,435
2026-09-10 00:35:03.306164,NYC,BKK,Asia,2026-11-09,411
2026-09-10 00:35:08.176351,NYC,BKK,Asia,2026-12-09,591
2026-09-10 00:35:11.145036,NYC,BKK,Asia,2027-01-08,462
2026-09-10 00:35:16.163616,NYC,SIN,Asia,2026-10-10,531
2026-09-10 00:35:20.473303,NYC,SIN,Asia,2026-11-09,409
2026-09-10 00:35:23.694050,NYC,SIN,Asia,2026-12-09,592
2026-09-10 00:35:26.853807,NYC,SIN,Asia,2027-01-08,509
2026-09-10 00:35:30.522978,NYC,HKG,Asia,2026-10-10,530
2026-09-10 00:35:35.945628,NYC,HKG,Asia,2026-11-09,469
2026-09-10 00:35:41.292313,NYC,HKG,Asia,2026-12-09,517
2026-09-10 00:35:45.073329,NYC,HKG,Asia,2027-01-08,523
2026-09-10 00:35:49.707869,NYC,TYO,Asia,2026-10-10,527
2026-09-10 00:35:53.048914,NYC,TYO,Asia,2026-11-09,527
2026-09-10 00:35:58.250251,NYC,TYO,Asia,2026-12-09,527
2026-09-10 00:36:03.125256,NYC,TYO,Asia,2027-01-08,531
2026-09-10 00:36:06.537910,NYC,SEL,Asia,2026-10-10,673
2026-09-10 00:36:11.685260,NYC,SEL,Asia,2026-11-09,524
2026-09-10 00:36:14.868191,NYC,SEL,Asia,2026-12-09,722
2026-09-10 00:36:18.062975,NYC,SEL,Asia,2027-01-08,617
